"record_id","date","position","position_other","department_head","department_other","residence_program","residence_program_other","residence_year","university","gender","degree","age","research_tools","funding","collab_support","consumables","internet","journal_access","specialty_training","knowledge","professor_experience","research_incentives","skills_training","managerial_training","workload","work_hours","needed_positions","monitoring","reporting","oversight","excel_incentives","sanctions","incentive_additional","incentives_open_answer","infrastructure","staff_support","consulting_firms","training_workshops","academic_institutions","public_institutions","additional_support","external_support","information_flow","admin_decisions","research_exchange","travel_auth","irb_revision","institutional_processes","forums","research_importance","curriculum","abroad_training","research_proposal","research_choice","research_control","evaluating","topics","design","information_collection","new_ideas","paperwork","resource_access","time_management","admin_activitives","instructing","feedback","team_member","colleague_rapport","technical_equipment","limited_resources","change_coping","health_promotion","interpret_findings","report_writing","self_appraisal","practical_application","data_analysis","further_training","capacity_assessment_questionnaire_complete","position2"
"295",295,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",27,1,1,2,2,1,1,3,3,3,3,2,1,2,1,"",2,2,3,1,2,2,"funding",1,2,2,2,1,3,"training,. time, infrastructure","funding",3,2,1,2,1,"medical records",1,2,3,2,2,3,1,4,4,5,5,5,6,5,5,6,6,5,6,7,6,5,5,7,5,5,6,6,6,"",2,"resident"
"296",296,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","female","1. university",25,1,1,2,2,2,2,5,4,4,5,2,2,1,1,"",2,2,2,2,2,2,"time, support, guidance",3,1,2,1,1,2,"resources, lectures","computers",2,1,1,2,1,"",1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,2,"",2,"resident"
"297",297,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","male","2. masters or med specialty",24,1,1,1,1,1,3,4,4,4,4,3,1,1,1,"",1,1,3,NA,1,4,"funding, time",1,1,2,2,1,2,"training, specialists","foreing support",3,2,1,2,1,"medical records",1,4,1,1,5,4,1,3,3,4,5,4,5,1,3,4,4,3,6,6,6,6,3,3,3,2,4,3,5,"",0,"resident"
"298",298,"5/7/2019","specialty resident","",NA,"","obgyn","","third year","USAC","male","1. university",34,1,1,1,1,1,1,2,2,4,1,1,1,1,1,"epidemiologist, updated library, internet access ",1,1,4,1,5,1,"funding, incentives, trained personnel",1,1,1,1,1,1,"workshops, incentives, funding","outside network for support, funding ",2,2,1,1,3,"more access to records",1,1,1,1,4,5,1,4,4,3,4,3,3,4,4,3,3,4,NA,3,3,4,4,3,3,4,3,3,3,"ultrasound, outpatients",2,"resident"
"299",299,"5/7/2019","specialty resident","",NA,"","obgyn","","first year","USAC","male","1. university",27,1,1,1,2,1,1,5,5,5,5,1,1,1,1,"librarian, epidemiologist, biostatistician",1,1,1,1,3,1,"",1,1,1,1,1,1,"","",1,1,1,1,1,"all of them",1,1,1,1,3,5,5,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,"",2,"resident"
"300",300,"5/7/2019","specialty resident","",NA,"","obgyn","","third year","Other","male","1. university",37,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"epidemiologist, biostatistician, specialized researcher ",1,1,1,1,1,1,"promotion, time, guidance",1,1,1,1,1,1,"time, trained personnel, research lines","resources",1,1,1,1,1,"medical records",1,1,1,1,1,1,2,4,4,2,2,2,2,2,4,4,4,4,6,6,6,6,6,6,5,5,5,5,5,"",2,"resident"
"301",301,"4/30/2019","specialty resident","",NA,"","pediatrics","","third year","USAC","female","1. university",27,1,1,1,1,1,1,5,5,5,6,1,1,1,3,"epidemiologist, biostatistician",3,3,4,1,1,1,"funding",1,1,2,3,1,1,"funding, physical area to carry out research","training/capacity building by foreing researchers ",1,1,1,1,1,"",1,2,1,1,1,1,1,5,5,5,6,5,5,5,3,3,4,6,6,NA,6,6,6,6,4,4,4,4,3,"data analysis, data interpretation. study desing",2,"resident"
"302",302,"4/30/2019","specialty resident","",NA,"","pediatrics","","third year","USAC","female","2. masters or med specialty",27,1,2,1,1,1,2,4,4,4,5,1,1,1,1,"statistician, epidemiologist, data collector",2,2,3,2,3,1,"protected time, funding, easier access",1,1,1,2,2,2,"protected time, easier access to medical records, funding","funding, advisory, suppot from institutions ",1,1,2,1,1,"medical records, more accesible work hours, access to statistics",2,1,1,1,1,1,1,6,7,4,5,5,5,2,4,3,6,6,5,6,5,5,5,5,5,5,5,6,4,"data analysis, study desing, data interpretation",2,"resident"
"303",303,"4/30/2019","specialty resident","",NA,"","pediatrics","","second year",NA,"male","2. masters or med specialty",25,2,5,5,1,1,1,4,4,5,4,2,2,3,2,"",1,2,3,3,4,2,"internet, library",3,4,2,2,3,3,"computers, internet","",2,2,2,NA,3,"",1,2,3,2,1,1,2,3,4,3,NA,2,1,1,1,2,2,1,3,2,2,1,3,3,2,3,2,3,1,"field work, final report, protocol",2,"resident"
"304",304,"4/30/2019","specialty resident","",NA,"","pediatrics","","first year","USAC","female","1. university",26,1,1,2,1,1,1,4,4,4,5,1,1,1,2,"biostatistician, advisors, epidemiologist ",2,2,1,3,3,1,"more time, funding,  research topic proposal",1,3,2,2,1,2,"funding, time, physical area to work","statistics personel, updated libraries, resources",2,2,2,4,2,"virtual library",1,1,1,2,2,1,1,4,5,4,6,2,4,4,3,3,3,4,6,6,6,4,3,3,4,3,4,4,4,"study desing, variable calssification, literature review",2,"resident"
"305",305,"4/30/2019","specialty resident","",NA,"","pediatrics","","third year","USAC","female","2. masters or med specialty",29,1,1,1,1,1,1,4,5,4,4,2,2,1,1,"statistician, epidemiologist, research professor",2,2,3,1,1,2,"funding, publishing research, academic recognition",1,1,2,2,1,1,"academic, teaching, funding","collaborative work with research institutions, consultants",2,1,1,1,3,"medical records, INE, RENAP",1,1,2,1,2,1,1,3,3,2,2,3,3,3,3,3,1,1,5,5,5,5,3,3,3,3,4,4,4,"data analysis, study desing, biostatistics",2,"resident"
"record_id","date","position","position_other","department_head","department_other","residence_program","residence_program_other","residence_year","university","gender","degree","age","research_tools","funding","collab_support","consumables","internet","journal_access","specialty_training","knowledge","professor_experience","research_incentives","skills_training","managerial_training","workload","work_hours","needed_positions","monitoring","reporting","oversight","excel_incentives","sanctions","incentive_additional","incentives_open_answer","infrastructure","staff_support","consulting_firms","training_workshops","academic_institutions","public_institutions","additional_support","external_support","information_flow","admin_decisions","research_exchange","travel_auth","irb_revision","institutional_processes","forums","research_importance","curriculum","abroad_training","research_proposal","research_choice","research_control","evaluating","topics","design","information_collection","new_ideas","paperwork","resource_access","time_management","admin_activitives","instructing","feedback","team_member","colleague_rapport","technical_equipment","limited_resources","change_coping","health_promotion","interpret_findings","report_writing","self_appraisal","practical_application","data_analysis","further_training","capacity_assessment_questionnaire_complete","position2"
"1",1,"5/1/2019","head of service","","radiology","","other","N/A","NA","USAC","male","2. masters or med specialty",36,3,1,1,1,1,1,5,5,5,4,3,2,2,2,"librarian, biostatistician, appropriate database",2,3,3,1,1,1,"promotion, time",1,1,2,3,3,3,"technology, a research department that is specifically for this and that is updated","new research facilities,  researcher´s promotions, funding, ",3,2,2,6,4,"acccess to systems, that institutions cease to access in exchange of benefits",6,1,1,2,3,3,3,4,3,4,4,3,4,3,4,3,5,5,4,6,4,4,4,4,3,3,3,3,3,"statistics, results application, results publication ",2,"dept head"
"2",2,"5/1/2019","specialty resident","",NA,"","radiology","","third year","Other","female","1. university",31,4,4,2,3,1,2,3,3,4,5,4,2,1,2,"epidemiology, statistician, resources (materials, internet) ",3,2,4,2,2,2,"Funding, consulting/colaborations, resources and materials",2,2,3,4,3,3,"capacity building, facilities, funding","statistician consultants, more support from epidemiology centers, consultants on research topics",3,2,2,2,3,"funding, updated medical records, updated statistics, support on areas of research toopics",2,3,4,3,3,3,3,5,3,4,5,3,6,5,2,2,2,4,7,7,7,5,2,4,6,7,4,4,4,"data analysis, research discussion, orientation in objectives ",2,"resident"
"3",3,"5/1/2019","head of service","","radiology","","other",NA,NA,"USAC","female","3. 2nd masters or med subspecialty",34,2,1,2,1,1,2,5,5,5,5,3,2,1,1,"biostatistician, researcher (with a masters specifically for research) ",2,2,3,1,1,1,"choosing the right research topic, funding, publication ",1,1,3,3,3,1,"time, teams, personnel ","tutorials, equipment ",3,3,6,3,4,"medical records on line (so they will not disappear), health insurance for patients or have access to better/appropriate diagnostic equiptments ",3,3,1,2,5,5,5,7,7,7,7,2,7,1,7,7,7,7,7,7,7,7,1,1,7,7,7,4,1,"cuantitative magnetic resonance (conventional), positron emission tomography, dual energy tomography. ",2,"dept head"
"4",4,"5/1/2019","head of service","","pathology","","other",NA,NA,"USAC","male","3. 2nd masters or med subspecialty",35,1,1,2,2,1,1,3,5,5,5,2,1,2,2,"research director,  biostatistician",2,2,3,1,1,1,"financing, technical personnel, time dedicated to research as part of working hours",4,2,3,3,3,2,"Internet access, indexed journals access","financial according to the type of research, academic forums to show work, scholarships opportunities",3,2,2,3,4,"online medical record, link RENAP-medical record",1,1,2,2,2,1,1,6,6,3,5,5,3,2,2,2,4,5,5,6,5,5,4,1,5,4,4,4,4,"research design, use of a program, data interpretation ",2,"dept head"
"5",5,"5/1/2019","head of department","","pathology","","other",NA,NA,"USAC","male","2. masters or med specialty",68,1,1,1,1,1,1,4,5,5,5,3,1,1,1,"library, online library with medical journals, biostatistician, epidemiologist",1,1,3,1,4,1,"financing, protected time, incentives",1,1,1,1,1,1,"library, internet, teachers","library, internet, journals",5,2,1,2,2,"classify medical records in hospitals, to be able to access institutions without so much formality",1,1,2,1,2,3,3,4,5,4,5,6,4,3,4,4,5,5,4,6,5,5,5,3,5,5,5,6,4,"molecular biology in pathology, biostatistics, research methods",2,"dept head"
"6",6,"5/1/2019","specialty resident","",NA,"","pathology","","first year","Other","female","1. university",31,3,3,3,4,2,1,2,3,4,5,5,3,2,4,NA,2,3,2,1,1,1,"protected time, financing, personalized supervision",3,3,2,3,2,2,"financing, equipment, personnel","State institutions related with the research topics, international exchange institutions",1,1,1,2,1,NA,3,2,2,4,2,2,2,5,5,4,6,6,5,6,6,5,4,3,6,7,5,5,6,6,6,5,5,6,6,"surgical pathology, hematology, cytology",0,"resident"
"7",7,"5/1/2019","head of service","","pathology","","other",NA,NA,"Other","female","2. masters or med specialty",60,1,1,1,1,1,1,4,4,4,5,1,1,1,2,"Computer engineer",1,1,2,1,6,6,"Recognition, equipment, technology, personnel",1,1,5,4,5,5,"Equipment, computer packages, internet, international journals access, scholarships","Scholarships, ease in national and international journals publications, personnel",3,3,3,3,3,"All of the above, online access to the department data",2,2,4,3,5,5,3,5,5,5,5,6,1,1,3,1,6,6,7,7,3,3,3,3,5,5,3,1,6,"Research methodologies in pathology, management and interpretation of data, national and international organizations that provide bases, exonomic contribution, scholarships ",2,"dept head"
"8",8,"5/1/2019","specialty resident","",NA,"","pathology","","fifth year","UFM","female","1. university",32,1,1,1,2,1,1,5,5,5,5,2,1,1,1,"Personnel in charge of research with knowledge, availability and sole responsability in research area for master's degrees. Virtual library to obtain updated journals and studies. Epidemiologist. Good databases and data record",1,1,1,1,1,1,"Time. Financing. Support and orientation towards the researcher. Highly trained research manager. ",1,1,1,1,6,6,"Unique and exclusive unit for research. Resources and technology to carry out research porjects. Take research with seriousness and professionalism","Resources and technology. Support to publish in journals. International databases",1,1,1,1,1,"Databases of clinics or specific departments. Digital files. Virtual library ",1,1,1,1,1,3,1,4,4,3,2,6,5,2,5,3,5,5,5,5,6,4,6,1,3,4,4,3,1,"Statistical tests. Application of final data to actual practice",2,"resident"
"9",9,"5/1/2019","specialty resident","",NA,"","pathology","","first year","USAC","female","1. university",30,1,1,2,4,1,4,5,5,5,5,3,2,2,2,"There is no digitized database. Biostatistician. Research specialist in each department",2,3,4,1,5,1,"Financing",3,3,4,5,5,5,"Financing. Specialized personnel in researchin each department","Promote the institutions. Improve conections",2,3,1,5,NA,"Digital network with clinical records. ",2,2,1,2,1,4,5,4,4,4,5,4,5,7,5,5,5,5,6,7,7,5,6,6,5,5,6,6,5,"Research designs. Statistic analysis. Feasibility",0,"resident"
"10",10,"5/1/2019","specialty resident","",NA,"","radiology","","first year","Other","male","1. university",32,1,2,5,1,1,2,3,4,5,4,2,2,1,1,"librarian, personal adviser, research facilities (desks, secretary, wifi, indexed journal access, printers) ",2,3,4,3,5,1,"protected time to be able to carry on research, research advisors ",1,1,2,4,1,6,"research facility, protected time, ¨available¨ research advisors, consultants ","research courses, training in statistical packages ",2,3,6,6,3,"quick  and feasible access to public information,  through agreements with other institutions ",1,1,1,1,5,5,3,6,4,5,5,5,6,5,4,4,6,5,7,7,7,5,5,3,4,5,5,6,5,"research methodology, data analysis through statistical packages ",2,"resident"
"11",11,"5/1/2019","specialty resident","",NA,"","radiology","","first year","USAC","female","1. university",26,3,4,3,1,1,1,4,4,4,5,1,1,2,2,"analysts, biostatistician, epidemiologist ",2,2,3,2,5,1,"funding, protected time to carry on research",2,2,3,4,4,4,"research facility or library, administrative staff, consultants ","research virtual platform, links or contacts with other institutions ",3,3,2,2,3,"medical records, access to hospital statistics, national statistics from the ministry of health",3,2,3,2,3,5,3,6,6,5,5,5,5,5,5,5,5,4,5,6,6,5,5,5,5,5,5,3,3,"research methodology, data analysis methods, research publication",2,"resident"
"12",12,"5/1/2019","specialty resident","",NA,"","radiology","","first year","USAC","female","1. university",32,5,4,4,3,2,2,5,5,5,4,3,3,2,2,"biostatistician, epidemiologist ",3,3,3,1,5,1,"time, funding",3,2,NA,2,2,2,"consultants/ advisors, time ","funding ",2,2,2,1,2,"medical records",3,2,2,5,3,5,4,5,5,4,5,4,5,5,6,5,5,5,5,5,6,6,4,5,4,NA,6,5,5,"statistics, epidemiology, methodology ",0,"resident"
"13",13,"5/1/2019","specialty resident","",NA,"","radiology","","first year","USAC","female","1. university",26,1,2,1,1,1,1,5,5,5,5,2,1,1,2,"biostatistician, epidemiologist, research expert",1,1,1,1,3,1,"funding, time, research collaboration and publication ",1,1,1,1,1,1,"capable advisors, research staff for data entry, access to data base","publication opportunities, trained research advisor /reviewer, funding ",3,2,1,1,1,"medical records, access to medical records, biostatistician ",2,1,1,1,5,2,3,5,5,3,3,5,2,1,1,2,5,5,6,6,7,5,5,5,4,4,4,5,1,"methodology, biostatistics ",2,"resident"
"14",14,"5/1/2019","specialty resident","",NA,"","radiology","","first year","USAC","female","2. masters or med specialty",27,2,3,3,1,1,5,5,4,3,1,2,3,1,1,"epidemiologist, physician specialized in research, administrative job  and biostatistician",2,3,4,2,5,6,"funding, protected time,  space and material  (office, resources and library)",1,1,1,5,4,2,"protected time, access to information, greater openness to carry out research topics","research facilities, technology, information access and funding",4,3,1,1,1,"updated digital medical records, medical record of deaths, easier access to information records",3,2,3,1,1,1,1,6,6,5,6,5,6,5,4,4,4,5,6,7,7,6,6,7,6,6,6,5,5,"research methodology ",2,"resident"
"15",15,"5/1/2019","specialty resident","",NA,"","radiology","","first year","UFM","female","2. masters or med specialty",25,3,6,5,5,5,6,4,4,2,3,3,3,1,1,"biostatistician professor, epidemiologist, physician",1,2,3,1,5,1,"time, extra points",4,4,1,6,5,6,"epidemiology professor, biostatistics professor","consultants",3,3,3,1,3,"",6,5,5,1,3,2,1,6,4,1,4,4,6,6,6,6,5,5,5,6,7,5,6,6,4,4,5,6,3,"study desing, data analysis, statistic  methods",0,"resident"
"16",16,"5/1/2019","specialty resident","",NA,"","radiology","","second year","USAC","male","2. masters or med specialty",27,1,1,2,1,3,4,5,5,5,5,3,5,1,1,"epidemiologist, technical advisor",1,1,1,1,1,1,"protected time ",1,1,1,3,1,1,"research courses7 workshops, protected time","advisors ",2,1,1,2,3,"medical records",1,1,2,2,2,4,2,4,3,3,3,3,5,3,3,2,5,4,6,6,6,5,3,5,2,2,3,4,2,"data analysis, report writing",2,"resident"
"17",17,"5/1/2019","head of service","","radiology","","other",NA,NA,"USAC","female","2. masters or med specialty",31,2,3,3,1,1,2,3,5,5,5,1,1,1,1,"professor with a medical research expertise, statisticia, epidemiologist ",1,1,3,2,1,1,"funding, support for national and international publications",1,1,3,5,3,2,"economic/ funding support","collaborative work with private resarch institutions",3,2,1,2,2,"access to INE´s data or national cancer records ",1,1,2,2,2,4,3,5,5,4,5,5,4,4,6,5,6,6,6,6,6,5,4,4,5,5,5,5,4,"tomography, ultrasound, mammography",0,"dept head"
"18",18,"5/1/2019","head of service","","radiology","","other",NA,NA,"USAC","female","2. masters or med specialty",34,1,1,2,2,1,1,2,5,5,5,1,1,1,1,"epidemiologist, statistician, researcher",1,1,1,1,1,1,"funding, support for national and international publication",1,1,1,1,1,1,"protected time, funding","consultants, economic support, equipment",2,2,1,1,1,"medical records",1,1,1,1,5,1,1,4,3,3,5,4,2,2,2,3,2,2,7,7,7,6,5,5,7,7,7,5,5,"statistics, use of statistical packages like Epi-info",0,"dept head"
"19",19,"5/1/2019","head of service","","radiology","","other",NA,NA,"USAC","male","2. masters or med specialty",NA,6,6,6,6,6,2,5,5,5,5,4,5,1,6,"biostatistician",2,6,5,6,6,6,"",6,6,6,6,6,2,"","",6,6,6,6,6,"",6,6,6,NA,5,NA,NA,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,NA,NA,NA,NA,NA,"",0,"dept head"
"20",20,"5/1/2019","head of service","","radiology","","other",NA,NA,NA,"female","2. masters or med specialty",36,4,1,3,4,1,1,5,5,4,4,2,1,1,1,"biostatistician, capacity course, epidemiologist",1,2,3,1,1,2,"funding, protected time, incentives",2,1,1,4,1,1,"magazine where the resident is encouraged to publish cases or articles, classes where they teach you how to do it ","stipulated time, funding, libraries",4,4,1,1,4,"access to digital medical records and trained staff",2,1,3,2,5,4,5,5,5,5,4,6,5,1,4,4,4,4,3,6,4,4,5,5,4,4,4,4,4,"Biostatistics,  applied research ",0,"dept head"
"21",21,"4/30/2010","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",29,1,2,2,1,2,1,4,4,4,3,3,3,2,2,"epidemiologist ",3,3,2,1,4,2,"funding, protected time, promotion",2,2,3,2,2,2,"unlimited medical record access, funding support ","consultants in statistics ",3,2,3,3,3,"RENAP, INE",3,3,3,2,2,3,3,4,4,4,5,6,5,3,4,4,6,5,6,7,3,4,4,4,4,6,6,6,6,"",2,"resident"
"22",22,"4/26/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",25,1,3,3,2,3,3,4,4,4,3,3,3,3,3,"",3,4,4,3,4,4,"",3,3,3,3,3,3,"incentives","funding",3,3,3,3,4,"INE, RENAP",3,3,3,3,4,4,4,5,6,5,5,5,6,6,6,5,5,5,6,6,7,6,6,5,6,6,6,5,5,"residents academic program ",2,"resident"
"23",23,"4/30/2010","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",26,1,3,2,2,2,3,4,4,4,3,3,4,3,3,"",3,4,4,4,4,3,"",3,3,3,4,3,4,"easier access to records,  advisors for every stage of research  ","funding, access to equipment and medicine ",4,3,3,3,3,"INE, RENAP,  medical records",3,3,3,4,4,4,4,6,5,6,5,5,6,6,5,5,5,6,6,6,7,6,6,6,6,6,6,5,5,"",2,"resident"
"24",24,"4/30/2019","specialty resident","",NA,"","anesthesia","",NA,"USAC","female","1. university",29,1,2,2,2,3,1,3,4,3,4,3,3,2,2,"",3,3,3,4,3,3,"",4,4,3,4,3,4,"","",3,4,3,3,3,"",3,3,3,3,4,4,4,6,5,6,5,5,6,6,5,5,5,5,6,6,6,5,7,7,6,6,6,6,5,"",2,"resident"
"25",25,"5/1/2019","specialty resident","",NA,"","pathology","","third year","Other","female","1. university",31,2,3,3,3,1,2,5,5,5,4,4,3,2,1,"library, human resource",3,4,3,1,1,1," financing, protected time, human resources",3,3,3,3,1,2,"enough staff, financing"," protected time, promotion, needs of the country",4,4,3,1,1,"INE, medical record",1,2,1,2,4,4,2,4,7,5,6,6,5,3,5,3,3,4,6,7,6,5,3,3,5,4,4,3,6,"design, advertising",2,"resident"
"26",26,"5/1/2019","specialty resident","",NA,"","pathology","","fourth year","USAC","male","2. masters or med specialty",29,1,1,1,1,1,1,5,5,5,5,1,1,1,1,"researcher, epidemiologist, biostatist",1,1,1,1,5,1,"financing, recognition, facility to publish the research",1,1,1,1,1,1," financing, time, recognition","financing, consulting, dissemination",1,1,1,1,1," digital records, statistics department, timely financing",1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"biostatistics, search for financing, publication and dissemination",2,"resident"
"27",27,"5/1/2019","specialty resident","",NA,"","pathology","","second year","USAC","female","1. university",NA,1,1,1,1,1,1,5,5,5,5,5,1,1,2,"library, biostatistics, epidemiology",1,1,1,1,3,1,"time, promotion, financing",1,4,1,3,1,1,"access to data, improve data recording, financing"," training, financing, promotion",1,1,1,1,3," medical records, death certificates, renap",1,1,2,3,2,3,1,5,3,6,5,3,6,3,3,2,2,5,5,6,6,5,5,5,5,5,5,5,5,"data analysis, generate proposals, promote changes",0,"resident"
